num_jobs,active_roles,total_experience_months,avg_job_duration_months,max_job_duration_months,current_title,department,seniority,current_org
8,1,269,33.625,89,Group CEO,Other,Management,AYRES Composite Panels
4,1,0,0.0,0,"Director, Finance and Information Technology",Other,Director,Thames Valley Children's Centre
1,1,260,260.0,260,Bergungsleiter,Other,Lead,Abschleppdienst Potsdam Nord Süd gmbh
6,2,478,79.66666666666667,114,Co-CEO,Other,Management,Yorizon Cloud
5,1,300,60.0,230,Aircraft Physical Security Expert,Other,Senior,Airbus
2,1,406,203.0,374,General Manager,Other,Management,BASF
4,1,417,104.25,157,Head of Regulatory Projects,Consulting,Lead,FNZ Bank SE
1,1,53,53.0,53,Owner,Other,Management,GBOH Technology
5,1,25,5.0,14,Financial Analyst,Other,Professional,Syrena Real Estate
16,1,684,42.75,164,Mentor,Other,Senior,Tandem 50
8,1,175,21.875,67,Vertriebsingenieur,Sales,Professional,Interstarch
13,2,1462,112.46153846153847,321,Professor im Ruhestand,Other,Professional,Westfälisches Energieinstitut
4,1,78,19.5,35,Vedoucí pobočky Popůvky,Administrative,Lead,Liebherr Group
2,1,0,0.0,0,Lead engineer/ groepscoordinator,Information Technology,Lead,Strukton
1,1,383,383.0,383,Geschäftsfüherer,Other,Management,Raff Sanitär GmbH
7,1,268,38.285714285714285,113,"Dezernat für Wirtschaft, Stadtentwicklung, Liegenschaften und Ordnungswesen - Büroleitung/Referent",Other,Lead,Landeshauptstadt Mainz
6,1,88,14.666666666666666,22,Senior Enterprise IT Systems Specialist,Information Technology,Senior,CETIN Serbia
7,1,134,19.142857142857142,29,Vikar,Other,Junior,Botilbuddet Katrinebjerg
9,1,217,24.11111111111111,104,General Manager,Other,Management,Rescop
9,1,210,23.333333333333332,40,Chief Sales Officer (CSO),Sales,Management,"GROB Systems, Inc"
2,1,281,140.5,231,Key Account Manager,Sales,Professional,Nestlé Waters Deutschland GmbH
6,2,283,47.166666666666664,93,Selbstständig,Other,Professional,Sleeping Bird
9,1,111,12.333333333333334,76,Project Manager,Project Management,Professional,D18 Partners
5,1,392,78.4,204,Enseignant,Other,Professional,Université du Maine-Le Mans-Laval
10,1,379,37.9,69,Senior Account Manager Public Sector,Sales,Senior,Eviden
6,1,463,77.16666666666667,235,Senior Consultant Procurement Excellence,Consulting,Senior,ThyssenKrupp AG
2,2,964,482.0,599,Rechtsanwalt,Other,Professional,Anwaltskanzlei Heinemann
5,2,240,48.0,77,Commercial Service Manager,Customer Support,Professional,Wipotec
10,1,252,25.2,50,Head of CapEx Delivery Management and Planning Site Leverkusen,Project Management,Lead,Bayer
2,1,286,143.0,286,Quality Manager,Other,Professional,Letec-Terem
3,1,234,78.0,184,Senior IT-Lizenzspezialist,Information Technology,Senior,Bechtle Schweiz AG
4,1,0,0.0,0,Strategy Director,Business Development,Director,Sodexo Defence (UK)
3,2,490,163.33333333333334,455,Unternehmensinhaber,Other,Management,Richnerstutz AG
1,1,189,189.0,189,Unternehmensinhaber,Other,Management,doxx GmbH
1,1,59,59.0,59,Managing Director,Other,Management,AWEX
6,1,275,45.833333333333336,167,Director Commercial Operations,Marketing,Director,EMEA Business Group
1,1,0,0.0,0,Betriebsleiter API-Produktion,Information Technology,Lead,Roche Pharmaceuticals
4,1,386,96.5,223,Human Resources Specialist,Human Resources,Professional,RACE FX LIMITED
1,1,196,196.0,196,49504,Other,Professional,BAUKING AG
1,1,156,156.0,156,Family Nurse Practitioner,Other,Professional,PATTON STATE HOSPITAL
7,1,186,26.571428571428573,47,Global Chief Engineer / Manager - Power Electronics (OBC/DCDC),Information Technology,Lead,Stellantis
4,2,627,156.75,299,Inhaber rido gmbh,Other,Management,rido gmbh
2,1,125,62.5,87,SAP Solutions Consultant,Consulting,Professional,All for One Switzerland AG
4,1,232,58.0,99,Senior Treasury Manager,Other,Senior,LR Global Holding GmbH
4,1,64,16.0,19,Senior Consultant,Consulting,Senior,Randstad Deutschland
9,1,194,21.555555555555557,44,Freelance Marketing Consulting / Client Service / Interim Marketing & Branding,Consulting,Professional,Alexander Klaus Freelance- & Interims- Marketing Consulting
8,1,289,36.125,60,VP Product Management,Project Management,Management,Anyline
9,2,371,41.22222222222222,138,Head of Mechanical Engiuneering,Other,Lead,VON ARDENNE GmbH
5,1,52,10.4,20,Progettista Finanza Agevolata - Research Funding & Administration,Other,Professional,Masmec S.p.A.
4,1,267,66.75,96,Software Engineer IV,Information Technology,Senior,Oracle
4,1,156,39.0,74,Communications Coordinator,Marketing,Lead,Whitefish Lake First Nation #459
7,1,313,44.714285714285715,117,Head of ICT,Information Technology,Lead,Australian Museum
5,2,1040,208.0,340,Managing Director,Other,Management,aquantus gmbh
2,1,41,20.5,41,Responsable,Other,Lead,OCB RENOV
2,1,204,102.0,166,Head of Sales DACH,Sales,Lead,PREO Software AG
12,2,509,42.416666666666664,108,Senior Partner,Business Development,Senior,IBM Deutschland GmbH
3,1,469,156.33333333333334,302,Application Consultant,Consulting,Professional,Uhlmann Pac-Systeme
7,4,749,107.0,178,Partner,Business Development,Management,Oppskvær AS - for team som må lykkes
5,1,139,27.8,67,Postdoctoral Researcher and Lecturer,Other,Professional,Technische Universität Kaiserslautern
6,1,235,39.166666666666664,92,Purchasing Manager,Purchasing,Professional,Benchmark Electrical Solutions
4,1,54,13.5,23,Postdoctoral Research Fellow,Other,Professional,University of New Brunswick
7,1,495,70.71428571428571,292,Strategic Purchasing Manager • Group Purchasing,Purchasing,Professional,Schleuniger Global
8,1,599,74.875,209,Konsult HR,Human Resources,Professional,Egen verksamhet
1,1,509,509.0,509,Leiter Vergütung & Versorgung,Human Resources,Lead,Oldenburgische Landesbank AG
2,1,270,135.0,166,Produktmanager Optomechanik,Project Management,Professional,Vision Lasertechnik für Forschung und Industrie GmbH
4,1,87,21.75,55,Senior Vice President,Other,Management,LPL Financial
6,3,470,78.33333333333333,225,Researcher,Other,Professional,"Institute of Radiology, Friedrich-Alexander University, Erlangen"
2,1,180,90.0,151,Arbeitslos,Other,Professional,keine Angabe
6,1,167,27.833333333333332,71,"Senior Lecturer, Education-Focused",Other,Senior,UNSW
8,1,229,28.625,60,Director of Sales & Marketing,Sales,Director,NEIS Collective
6,1,87,14.5,31,Master Data & Demand Manager Supply Chain Management,Other,Professional,KALORIMETA GmbH
1,1,411,411.0,411,Verkaufsleitung,Sales,Lead,Gaugler & Lutz GmbH & Co.KG
13,1,226,17.384615384615383,49,Platform Support Direct Drive,Customer Support,Professional,Siemens Gamesa
7,1,285,40.714285714285715,140,Recruitment Manager,Human Resources,Professional,ErgaNet
4,1,303,75.75,114,"Vice President, National Sales Manager",Sales,Management,Schwab Retirement Plan Services
10,1,325,32.5,78,Geschäftsführer SPIE GfT GmbH,Other,Management,SPIE Deutschland & Zentraleuropa
1,1,431,431.0,431,Professor,Other,Professional,University of Tuebingen
4,1,230,57.5,87,Head of Marketing Technology (Teamlead),Marketing,Lead,Helios Kliniken GmbH
2,1,242,121.0,215,AUTOMATICIEN ELECTRICIEN,Other,Professional,Saint-Gobain Isover
4,2,284,71.0,137,General Manager,Other,Management,CCL Label
3,1,195,65.0,154,Grafikdesigner (Freelance),Marketing,Professional,marcoloeschdesign
2,1,125,62.5,78,Account Manager & Talent Acquisition Lead,Human Resources,Lead,SaiVa SysTem – a CMMI Level III Company
2,2,740,370.0,370,Geschäftsführender Gesellschafter,Other,Management,Selbstständig
8,1,415,51.875,175,Maintenance & Engineering Manager,Information Technology,Professional,Domtar
11,2,568,51.63636363636363,135,Bereichsleiter Central Service Center,Customer Support,Lead,Bank-Verlag GmbH
2,1,34,17.0,17,Researcher,Other,Professional,AI in Complex Systems Lab - CEHC - UAlbany
2,1,323,161.5,323,Schornsteinfeger Meisterbetrieb,Other,Lead,Wagener
6,1,200,33.333333333333336,47,Senior UX Designer,Information Technology,Senior,Europris
5,1,113,22.6,45,Cloud Advisory Analyst,Consulting,Professional,Accenture DACH
3,1,402,134.0,320,Leiter Managed IT | Cloud Services,Information Technology,Lead,MSH Medien System Haus GmbH & Co. KG
7,1,268,38.285714285714285,89,Senior Manager B2B Contract & Implementation Management,Project Management,Senior,Magenta Telekom
5,1,208,41.6,71,Research Development Group Manager,Information Technology,Professional,Automotive Lighting
1,1,494,494.0,494,Head of accounting and tax department,Other,Lead,Pirelli Deutschland GmbH
8,3,75,9.375,30,Teamleiter Bestandesentwicklung,Other,Lead,Liegenschaften Stadt Zürich
4,1,287,71.75,240,Juristin,Other,Professional,Datenschutz
2,1,174,87.0,125,Projektleiter,Project Management,Lead,Rudolf Klaschka GmbH
6,1,152,25.333333333333332,74,Head of Procurement,Purchasing,Lead,Det Danske Madhus
8,3,472,59.0,132,Founder and owner,Other,Management,Scandinavian Solutions
2,1,371,185.5,371,HGF,Other,Professional,Hotel An der Philharmonie GmbH
7,2,115,16.428571428571427,59,Managing Director (CTO),Information Technology,Management,Validatis
3,2,307,102.33333333333333,146,Senior Manager,Other,Senior,Robert Bosch GmbH
5,1,167,33.4,47,Cyber Security Analyst - Senior,Information Technology,Senior,"Tyto Athene, LLC"
1,1,484,484.0,484,Purchasing Senior Manager,Purchasing,Senior,TRW
5,1,309,61.8,309,Partner,Business Development,Management,Arcadia
2,1,0,0.0,0,Managing Director,Other,Management,InfoCom GmbH
2,2,261,130.5,154,"Vorstandsassistent, CMO",Marketing,Management,CONSTANT AG
7,1,179,25.571428571428573,112,Co-Founder and CEO,Other,Management,Elevate Advertising
3,2,366,122.0,167,Sub-Manager Coordination & Planning,Project Management,Lead,Airbus Helicopters
4,1,272,68.0,87,Geschäftsführer (CEO),Other,Management,Blaser Group
1,1,65,65.0,65,Vakbekwaam Hovenier,Other,Professional,Van Dijk Tuinen
4,1,440,110.0,265,Verkaufsmanager,Sales,Professional,RMS Radio Marketing Service GmbH & Co. KG
4,2,464,116.0,239,Professor of French and Francophone Studies,Other,Professional,Kennesaw State University Norman J. Radow College of Humanities and Social Sciences
1,1,163,163.0,163,HR Specialist Personnel Development,Human Resources,Professional,DB - DEUTSCHE BAHN AG
7,1,507,72.42857142857143,176,Directeur,Other,Director,Inno and Co
3,1,74,24.666666666666668,41,Senior Executive in L&D Department,Human Resources,Senior,Wow! Momo
1,1,420,420.0,420,Finance and HR,Other,Professional,Vacon srl
2,2,454,227.0,251,Geschäftsführer + Berater + Designer,Other,Management,"FZEY GmbH – Frohe Zukunft, ey!"
9,1,147,16.333333333333332,50,PHD Student,Other,Junior,Johann Wolfgang Goethe-Universität Frankfurt am Main
1,1,0,0.0,0,Dozent,Other,Professional,Zürcher Hochschule der Künste
8,1,173,21.625,81,"AVP, Dental Quality & Clinical Oversight",Other,Professional,MetLife
1,1,290,290.0,290,Vorstandsvorsitzender der Kick-Media AG,Other,Management,Kick-Media AG
8,2,952,119.0,256,Assistant,Administrative,Junior,ANCIENS COMBATTANTS ET VICTIMES DE GUERRE
7,1,235,33.57142857142857,92,"Gesamtleiterin Personal, Mitglied der Geschäftsleitung",Human Resources,Lead,Neue Pressegesellschaft
4,1,120,30.0,120,Partner,Business Development,Management,The Strategy Group
8,1,112,14.0,50,Responsable de salle,Administrative,Lead,HOTEL - RESTAURANT L OURS DE MUTZIG
6,1,266,44.333333333333336,96,Special Education Advocate/Education Consultant,Consulting,Professional,"Svendsen and Associates, LLC"
6,2,300,50.0,154,CEO & Co-Founder,Other,Management,GEMELLii Drinks GmbH
5,2,201,40.2,66,Bauprojektleiter,Project Management,Lead,Johannes-Diakonie Mosbach
10,2,557,55.7,244,Owner,Other,Management,Stefan Wulff AB
1,1,103,103.0,103,Systemischer Berater für Organisationsentwicklung und Coach,Consulting,Professional,Ingo Wolters
4,1,345,86.25,187,General Manager/Vice President of Planning,Other,Management,Cosmetix West
4,1,291,72.75,116,Senior Diversity & Inclusion Partner,Human Resources,Senior,"Novartis, P&O Switzerland"
1,1,67,67.0,67,Managing Director,Other,Management,Weber Management Solutions
6,1,273,45.5,96,Key Account / Project Manager,Other,Lead,Werimo Group
1,1,295,295.0,295,Owner,Other,Management,Grubers Beckett
8,1,274,34.25,69,Senior Commercial Manager,Sales,Senior,Klarna
4,1,236,59.0,151,Executive Vice President Connected Software Systems & Services,Information Technology,Management,IAV
3,1,375,125.0,275,"Abteilungsleiter Vertrieb, Dipl. Bankbetriebswirt Management (ADG)",Sales,Lead,Hausbank München eG
5,1,216,43.2,85,HR IT Consultant,Consulting,Professional,Continental
5,1,0,0.0,0,CEO,Other,Management,Sinosteel-Tech
1,1,38,38.0,38,Bestuursassistent,Administrative,Professional,Gemeente Arnhem
3,1,152,50.666666666666664,123,Senior Data Analyst,Information Technology,Senior,instagrid
6,2,95,15.833333333333334,95,Tekniklektor,Information Technology,Lead,Jönköping University ILO
6,1,69,11.5,28,Trainee Solicitor,Other,Junior,Irwin Mitchell
2,1,305,152.5,267,Managing Director,Other,Management,Reinvigorate Group
7,1,398,56.857142857142854,132,Chief Operating Officer,Other,Management,Verna
2,2,463,231.5,296,Geschäftsführer,Other,Management,Bergauer-Pharmalogistik e.K.
5,1,225,45.0,75,Senior Technology Architect,Information Technology,Senior,Infosys
2,1,104,52.0,104,Director Of Food And Beverage,Other,Director,InterContinental Hotels Group (IHG®)
6,1,366,61.0,242,Managing Sr. Underwriting Director,Other,Senior,John Hancock
3,1,349,116.33333333333333,306,Head of Business Unit Finance | Executive Vice President,Other,Lead,msg global solutions
3,2,192,64.0,96,Facility Coordinator CBRE GWS GmbH,Administrative,Lead,CBRE GWS GmbH
8,2,574,71.75,210,Director,Other,Director,CCA Corporate Counsel Advisors
8,1,481,60.125,114,Associate,Other,Junior,Brunswick Group
4,1,89,22.25,49,Buyer,Purchasing,Professional,Action Sales Food Service Equipment & Supplies
3,1,241,80.33333333333333,151,Warranty Service Specialist,Customer Support,Professional,Leatherman Tool Group
5,2,377,75.4,168,HR - Talent Manager,Human Resources,Professional,Cognizant
6,2,332,55.333333333333336,204,Senior Director of Sales & SDR Germany,Sales,Director,vialytics
1,1,40,40.0,40,Addetto alla logistica,Other,Professional,GLS
2,1,62,31.0,62,CEO,Other,Management,Xsenses GmbH
7,2,518,74.0,181,Assistant Clinical Research Associate,Other,Junior,PPD
5,1,256,51.2,172,Office Administrator,Administrative,Professional,eccoform production GmbH
4,1,327,81.75,153,Regionaler Vertriebsleiter,Sales,Lead,DEWESoft Deutschland GmbH
6,1,220,36.666666666666664,66,Portfolio Manager,Other,Professional,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH
1,1,19,19.0,19,Inhaber,Other,Management,Innocard Loyalty AG
7,1,54,7.714285714285714,37,Technical Development Manager - Interconnect,Information Technology,Professional,"TTI, Inc. - Europe"
2,2,588,294.0,294,Partner und VRP,Business Development,Management,Wälchli und Partner AG
1,1,61,61.0,61,Vice President,Other,Management,Winning BLW Group
2,1,35,17.5,19,Chief Executive Officer,Other,Management,Quest Equity
1,1,272,272.0,272,Programmierer,Information Technology,Professional,Einzelunternehmen
4,1,106,26.5,50,Global Mobility Consultant,Consulting,Professional,Krones
2,1,208,104.0,166,"Facharzt für Orthopädie und Unfallchirurgie,Chirurgie Chirotherapie, , Naturheilverfahren",Other,Professional,Privatpraxis für Orthopädie und Naturheilverfahren
6,2,271,45.166666666666664,80,Qualitätsmanager,Project Management,Lead,Smurfit Westrock
7,2,583,83.28571428571429,186,CEO,Other,Management,"Mimetics, LLC"
5,1,207,41.4,56,Senior Manager,Other,Senior,ALDI Nord
7,1,155,22.142857142857142,100,DayTrader,Other,Professional,Selbstständig
6,1,219,36.5,86,VP Purchasing & Supplier Quality Webasto China,Purchasing,Management,Webasto Group
5,1,38,7.6,18,Equipment Project Manager,Project Management,Professional,Clark National Accounts
2,1,148,74.0,148,"lian da information technology co., LTD",Other,Professional,"Kunshan lian da information technology co., LTD"
3,2,378,126.0,188,Business Owner,Other,Management,Washington's Best Guides LLC
7,2,416,59.42857142857143,98,Geschäftsführer - CEO,Other,Management,CROWDFOX GmbH
5,1,323,64.6,250,EVP Strategic Partnerships,Business Development,Professional,10X Health System
10,1,155,15.5,38,Senior HVAC Technician,Other,Senior,Service Experts Heating & Air Conditioning
11,2,160,14.545454545454545,133,Non Executive Director - Member of the Supervisory Board,Other,Management,AkzoNobel
2,2,126,63.0,63,Bauverwaltung,Administrative,Professional,Gemeinde Langgöns
4,1,469,117.25,314,Rechtsanwalt mit Schwerpunkt Gen-/Biotechnik und Arzneimittelrecht,Other,Professional,Freiberuflich
4,1,254,63.5,124,Sports Columnist,Other,Professional,The Seattle Times
15,1,205,13.666666666666666,62,Managing Consultant - Business Transformation,Consulting,Professional,IBM Switzerland Ltd.
1,1,437,437.0,437,CEO,Other,Management,BACHMANN Group
6,1,521,86.83333333333333,162,Vorsitzender der Aufsichtsräte Mecklenburgische Versicherungen,Other,Management,Mecklenburgische Versicherungsgruppe
2,1,64,32.0,37,Junior Referent Landesförderinstitute,Other,Junior,KfW
4,2,356,89.0,178,Founder,Other,Management,Carlo Chincarini Coaching
13,4,241,18.53846153846154,71,Head of Sales & Partnerships,Sales,Lead,BookLogic
1,1,18,18.0,18,Public Health Consultant,Consulting,Professional,GFA Consulting Group GmbH
8,1,423,52.875,151,Vertriebsleiter,Sales,Lead,Yve!decoration GmbH
5,1,384,76.8,196,DevSecOps CoE Lead,Information Technology,Lead,Nokia
4,1,284,71.0,130,Executive Vice President Digital Customer Solutions,Marketing,Management,RATIONAL AG
4,1,631,157.75,311,Senior Financial Crimes Investigator,Other,Senior,NASA Federal Credit Union
5,1,344,68.8,141,Projektmanager Therapieberufe,Project Management,Professional,Georg Thieme Verlag KG
3,2,549,183.0,405,Leiter Zerstörungsfreie Prüfungen MQP,Other,Lead,Kernkraftwerk Gösgen-Däniken AG
3,1,127,42.333333333333336,71,Referent Digitale Schiene,Marketing,Professional,DB Engineering & Consulting
7,1,326,46.57142857142857,81,Director Projects,Project Management,Director,Orange Lion Hospitality Consulting Sagl.
3,1,286,95.33333333333333,143,Geschäftsführer / General Manager,Other,Management,LASER COMPONENTS
4,1,279,69.75,170,Managing Partner,Business Development,Management,Engel & Völkers Hotel Consulting GmbH
1,1,0,0.0,0,Diatary Aide,Other,Professional,Greenwood Health and Living
8,1,270,33.75,124,Consultant,Consulting,Professional,Freelance
2,1,80,40.0,63,Research Analyst,Other,Professional,zeb consulting
4,1,231,57.75,116,Senior Consultant Data Center,Consulting,Senior,Siemens AG
3,1,160,53.333333333333336,111,Head Of RIV Academy - Blockchain,Information Technology,Lead,RIV Technologies
4,1,107,26.75,44,Software Architect,Information Technology,Senior,PROXORA Compliance Management. Next Level.
7,1,244,34.857142857142854,111,Product and Service Manager Qualitymanagement; Solution architect,Other,Professional,Bosch
1,1,271,271.0,271,Geschäftsführender Inhaber,Other,Management,Baumanu GmbH & Co. KG
4,1,151,37.75,63,Team/Bereichsleiter,Other,Lead,B+S GmbH Logistik und Dienstleistungen
1,1,182,182.0,182,Elektrotechniker mit erweitertem Aufgabenbereich,Other,Professional,B&S Sicherheits- und Elektrotechnik GmbH
5,1,121,24.2,45,(gedelegeerd) Business owner,Other,Management,Belastingdienst
3,1,242,80.66666666666667,95,"Regional Sales Manager, Central European Region",Sales,Professional,MSA - The Safety Company
6,2,264,44.0,149,Mitglied der Geschäftsleitung,Other,Management,ASH Adolf Schlünder Handelsagentur GmbH & Co. KG
8,2,420,52.5,83,Chief Transformation Officer,Other,Management,CONTACT Software
7,2,376,53.714285714285715,95,General Manager:in,Other,Management,C.H. Robinson Worldwide GmbH
37,10,947,25.594594594594593,84,Business Development Agent,Business Development,Professional,dOrg
3,1,15,5.0,15,Professeur de Mathématique particulier,Other,Professional,Indépendant
5,1,254,50.8,96,Business Development Leader,Business Development,Lead,Teledyne DALSA
15,2,352,23.466666666666665,95,Mitgründerin,Other,Management,Kulturliebekoeln
11,2,405,36.81818181818182,67,Eigenaar,Other,Management,Hrodberaht Film
1,1,158,158.0,158,Automotive Sales Manager,Sales,Professional,ThyssenKrupp Steel Europe AG
12,1,441,36.75,81,Personal Trainer,Other,Professional,MOVATI Athletic
2,1,234,117.0,186,Geschäftsführer,Other,Management,ederIT.com
2,1,60,30.0,60,cultivation,Other,Professional,Holistic Industries
1,1,179,179.0,179,Pensionär,Other,Professional,kein
1,1,10,10.0,10,Supply Chain Manager,Other,Professional,Flevorubber Extrusion B.V.
1,1,269,269.0,269,Member Board Of Directors,Other,Management,Vereinigte Füllkörper-Fabriken GmbH & Co. KG
10,1,492,49.2,77,"Vice President, Human Resources, Health & Security Subscription Services (H3S), North Americas",Human Resources,Management,International SOS
1,1,356,356.0,356,Transport Manager,Other,Professional,Pembrokeshire County Council
2,1,90,45.0,90,Président CCRG Hauts de France,Other,Management,habitA+
5,2,275,55.0,167,"Key Account Director Europe, Middle East & Africa",Sales,Director,Vertiv Co
5,1,203,40.6,106,Softwareentwickler,Information Technology,Professional,cooee GmbH
3,1,36,12.0,14,Radio Engineering @ TDI | Huawei SRAN & Mobile Network Testing,Information Technology,Professional,Deutsche Telekom
9,1,362,40.22222222222222,81,Advanced Purchasing - Commercial Vehicles and Services,Purchasing,Senior,Continental
2,1,300,150.0,261,Owner - CSO,Sales,Management,Lumiére Group A/S
5,1,69,13.8,22,Site Manager,Project Management,Professional,Voi Technology
1,1,143,143.0,143,"SAP Consultant, Geschäftsführer, Gesellschafter",Consulting,Management,STELACON GmbH
6,1,283,47.166666666666664,91,"Buying, Porecurement & Allocation",Purchasing,Professional,bonprix
5,5,834,166.8,371,Kanzler der deutschen Assoziation,Other,Management,Malteserorden
